Incident_ID,Incident_Type,Unit_Type,Priority,Weather_Index,Hour_of_Day,TurnoutTime_Seconds
2224,Medical,Ambulance,2,Clear,20,58
2225,Traffic Accident,Chief,2,Clear,1,64
2226,Medical,Ladder,1,Clear,6,65
2227,Medical,Engine,3,Clear,6,78
2228,False Alarm,Engine,2,Clear,23,65
2229,Medical,Ambulance,1,Clear,6,57
2230,Wellness Check,Chief,1,Clear,22,50
2231,Medical,Ambulance,1,Rain,13,48
2232,Medical,Ambulance,2,Rain,23,65
2233,Medical,Chief,1,Clear,1,51
2234,Traffic Accident,Ladder,1,Clear,1,66
2235,Medical,Engine,2,Clear,22,77
2236,Wellness Check,Ladder,2,Clear,14,69
2237,Medical,Rescue Squad,1,Snow,10,86
2238,False Alarm,Rescue Squad,2,Rain,9,88
2239,Medical,Rescue Squad,2,Fog,2,52
2240,Wellness Check,Chief,3,Clear,16,99
2241,Traffic Accident,Ambulance,2,Clear,8,82
2242,Traffic Accident,Ladder,1,Rain,14,38
2243,Wellness Check,Engine,2,Clear,13,77
2244,Traffic Accident,Rescue Squad,2,Clear,18,93
2245,Traffic Accident,Ladder,1,Clear,16,90
2246,Medical,Rescue Squad,3,Clear,21,88
2247,Medical,Rescue Squad,2,Clear,19,58
2248,False Alarm,Engine,3,Clear,16,104
2249,Traffic Accident,Chief,2,Rain,15,69
2250,Traffic Accident,Ambulance,2,Storm,19,93
2251,Medical,Chief,2,Clear,7,66
2252,Medical,Ladder,2,Clear,6,74
2253,Medical,Chief,2,Clear,11,64
2254,Traffic Accident,Ladder,3,Fog,0,99
2255,Medical,Ladder,2,Clear,11,52
2256,Medical,Ambulance,3,Fog,5,79
2257,Medical,Engine,3,Clear,15,78
2258,Medical,Ambulance,3,Snow,17,152
2259,Structure Fire,Chief,2,Clear,18,100
2260,Medical,Ladder,2,Clear,22,75
2261,Traffic Accident,Rescue Squad,1,Clear,2,39
2262,Medical,Rescue Squad,2,Clear,2,52
2263,Medical,Ladder,1,Snow,4,71
2264,Medical,Ambulance,1,Rain,2,36
2265,Medical,Engine,1,Clear,18,69
2266,Medical,Ambulance,3,Storm,4,94
2267,Medical,Ladder,3,Clear,13,76
2268,Traffic Accident,Ladder,2,Storm,20,108
2269,Medical,Engine,2,Clear,15,74
2270,Traffic Accident,Chief,2,Fog,0,76
2271,Wellness Check,Chief,2,Clear,16,79
2272,Traffic Accident,Engine,2,Clear,10,51
2273,Medical,Chief,2,Clear,8,96
2274,Medical,Rescue Squad,2,Clear,20,69
2275,Medical,Chief,2,Clear,3,71
2276,Medical,Chief,2,Clear,1,74
2277,False Alarm,Chief,2,Storm,8,122
2278,Medical,Rescue Squad,3,Storm,21,95
2279,Medical,Chief,1,Storm,4,80
2280,Traffic Accident,Rescue Squad,2,Storm,3,96
2281,Traffic Accident,Engine,2,Rain,22,77
2282,Structure Fire,Ambulance,1,Storm,4,87
2283,Medical,Engine,2,Fog,23,60
2284,Medical,Ambulance,1,Clear,23,56
2285,Structure Fire,Engine,2,Rain,17,95
2286,Medical,Ambulance,2,Fog,12,78
2287,Medical,Ambulance,2,Rain,4,52
2288,Medical,Ladder,2,Clear,23,59
2289,Medical,Ambulance,1,Clear,18,59
2290,Medical,Ambulance,2,Snow,22,95
2291,Medical,Ladder,1,Storm,2,65
2292,Structure Fire,Chief,3,Clear,21,89
2293,Traffic Accident,Chief,3,Clear,17,122
2294,Wellness Check,Ladder,2,Clear,5,68
2295,Medical,Rescue Squad,3,Clear,5,76
2296,Medical,Ambulance,2,Clear,23,60
2297,Medical,Ambulance,3,Rain,4,68
2298,Traffic Accident,Ladder,2,Storm,0,140
2299,Traffic Accident,Ladder,1,Rain,7,78
2300,Medical,Rescue Squad,3,Clear,0,67
2301,False Alarm,Chief,1,Fog,20,36
2302,Medical,Engine,1,Clear,5,56
2303,Structure Fire,Chief,1,Clear,19,32
2304,Traffic Accident,Ambulance,2,Clear,13,44
2305,Wellness Check,Ladder,2,Rain,10,72
2306,Traffic Accident,Rescue Squad,2,Snow,1,93
2307,Wellness Check,Chief,3,Fog,20,89
2308,Medical,Rescue Squad,1,Clear,3,44
2309,Wellness Check,Chief,3,Clear,12,77
2310,Medical,Ambulance,3,Clear,6,80
2311,Wellness Check,Engine,1,Rain,5,64
2312,Structure Fire,Rescue Squad,2,Rain,2,47
2313,Wellness Check,Rescue Squad,3,Clear,8,97
2314,Medical,Engine,2,Clear,13,66
2315,Traffic Accident,Rescue Squad,2,Storm,19,94
2316,Structure Fire,Rescue Squad,2,Fog,10,59
2317,Traffic Accident,Chief,2,Clear,4,59
2318,Medical,Chief,1,Rain,13,51
2319,Medical,Engine,2,Rain,18,71
2320,Medical,Ambulance,1,Clear,7,56
2321,Medical,Rescue Squad,2,Clear,6,53
2322,Wellness Check,Ambulance,3,Clear,6,88
2323,Medical,Engine,2,Clear,23,63
2324,False Alarm,Engine,3,Rain,22,89
2325,Medical,Chief,2,Clear,2,61
2326,Medical,Rescue Squad,2,Clear,2,63
2327,Traffic Accident,Ladder,2,Clear,17,102
2328,Traffic Accident,Engine,3,Clear,12,96
2329,Medical,Rescue Squad,2,Rain,0,69
2330,Structure Fire,Ambulance,1,Clear,4,43
2331,Traffic Accident,Chief,3,Clear,3,94
2332,Medical,Ambulance,2,Storm,15,103
2333,False Alarm,Engine,1,Clear,14,35
2334,False Alarm,Engine,2,Rain,17,112
2335,Traffic Accident,Ambulance,3,Clear,16,96
2336,Medical,Engine,2,Fog,13,75
2337,Traffic Accident,Rescue Squad,2,Snow,13,77
2338,Medical,Engine,3,Clear,18,129
2339,Medical,Chief,2,Rain,5,52
2340,Medical,Rescue Squad,2,Clear,12,56
2341,Medical,Ladder,1,Storm,17,98
2342,Wellness Check,Engine,1,Clear,14,58
2343,Traffic Accident,Engine,2,Snow,22,99
2344,Traffic Accident,Chief,3,Clear,6,64
2345,Medical,Chief,1,Rain,18,69
2346,Medical,Ambulance,2,Storm,16,105
2347,Medical,Ambulance,1,Fog,8,72
2348,False Alarm,Ambulance,2,Clear,10,41
2349,Medical,Chief,1,Clear,4,47
2350,Wellness Check,Ambulance,1,Clear,1,32
2351,Structure Fire,Ambulance,1,Clear,14,53
2352,Medical,Ladder,2,Clear,23,64
2353,Traffic Accident,Ambulance,2,Clear,11,69
2354,Medical,Engine,1,Clear,9,82
2355,Wellness Check,Chief,3,Clear,9,96
2356,False Alarm,Rescue Squad,1,Clear,19,57
2357,Medical,Ladder,2,Clear,10,61
2358,Medical,Chief,3,Clear,9,90
2359,Structure Fire,Chief,2,Rain,6,65
2360,False Alarm,Engine,2,Clear,13,56
2361,Medical,Ambulance,1,Clear,12,37
2362,Traffic Accident,Engine,2,Clear,4,54
2363,Traffic Accident,Ambulance,2,Clear,18,96
2364,Traffic Accident,Ambulance,3,Rain,9,87
2365,Medical,Chief,1,Clear,7,62
2366,Traffic Accident,Ambulance,2,Clear,17,70
2367,False Alarm,Ladder,2,Fog,0,66
2368,Medical,Ladder,3,Storm,4,113
2369,Medical,Ladder,1,Clear,10,63
2370,False Alarm,Chief,3,Clear,19,66
2371,Medical,Engine,2,Clear,10,63
2372,Wellness Check,Rescue Squad,2,Clear,15,74
2373,Medical,Ambulance,1,Clear,9,72
2374,Medical,Rescue Squad,2,Rain,14,53
2375,Wellness Check,Engine,2,Clear,6,69
2376,Medical,Engine,2,Fog,14,89
2377,Structure Fire,Chief,1,Clear,15,33
2378,Medical,Ladder,1,Clear,5,35
2379,Structure Fire,Ladder,3,Rain,10,84
2380,Medical,Engine,3,Clear,16,115
2381,Medical,Chief,2,Clear,14,51
2382,False Alarm,Chief,1,Clear,15,54
2383,Medical,Ambulance,2,Clear,23,62
2384,Traffic Accident,Ladder,2,Clear,1,63
2385,Medical,Engine,3,Clear,3,84
2386,Traffic Accident,Rescue Squad,2,Clear,18,72
2387,Medical,Ladder,3,Clear,5,98
2388,False Alarm,Ambulance,3,Storm,17,127
2389,Medical,Chief,3,Clear,20,68
2390,Medical,Engine,1,Clear,10,64
2391,Medical,Ladder,1,Storm,8,109
2392,Medical,Rescue Squad,2,Rain,2,46
2393,Structure Fire,Ambulance,2,Clear,1,77
2394,Medical,Ambulance,1,Clear,17,79
2395,Wellness Check,Ladder,1,Rain,14,55
2396,Medical,Rescue Squad,2,Clear,21,57
2397,Medical,Ambulance,2,Rain,17,82
2398,Traffic Accident,Engine,2,Storm,18,117
2399,Traffic Accident,Ambulance,2,Clear,14,57
2400,Medical,Rescue Squad,2,Clear,16,80
2401,Medical,Chief,2,Rain,17,77
2402,Medical,Chief,1,Clear,17,60
2403,Traffic Accident,Ladder,2,Clear,10,72
2404,Traffic Accident,Rescue Squad,2,Clear,17,84
2405,Medical,Ambulance,1,Rain,22,37
2406,Wellness Check,Ambulance,2,Clear,2,59
2407,Wellness Check,Chief,2,Storm,12,98
2408,Structure Fire,Chief,2,Snow,13,72
2409,Wellness Check,Engine,2,Clear,3,75
2410,Medical,Chief,2,Rain,17,70
2411,Medical,Engine,2,Clear,4,65
2412,Medical,Ambulance,3,Rain,13,51
2413,Medical,Engine,1,Clear,11,60
2414,Structure Fire,Engine,3,Clear,6,82
2415,False Alarm,Ladder,2,Rain,11,65
2416,Medical,Chief,1,Clear,7,63
2417,Medical,Engine,1,Snow,20,65
2418,Medical,Ambulance,2,Rain,20,60
2419,False Alarm,Rescue Squad,2,Clear,2,66
2420,Medical,Engine,1,Clear,21,56
2421,Structure Fire,Chief,1,Fog,0,41
2422,Medical,Ladder,2,Clear,2,70
2423,Medical,Ambulance,1,Rain,10,44
2424,False Alarm,Ladder,3,Rain,17,120
2425,False Alarm,Rescue Squad,2,Fog,6,72
2426,Medical,Engine,2,Rain,8,92
2427,False Alarm,Engine,2,Clear,3,72
2428,Traffic Accident,Chief,1,Fog,22,38
2429,Wellness Check,Engine,3,Snow,23,130
2430,Medical,Ambulance,1,Rain,9,71
2431,Structure Fire,Rescue Squad,2,Clear,17,87
2432,Medical,Ladder,2,Clear,22,75
2433,Traffic Accident,Rescue Squad,1,Rain,15,45
2434,Medical,Engine,2,Clear,11,69
2435,Medical,Ladder,3,Clear,18,97
2436,Medical,Chief,2,Clear,23,61
2437,Traffic Accident,Rescue Squad,3,Clear,21,74
2438,Medical,Ladder,3,Clear,2,98
2439,Traffic Accident,Ladder,2,Clear,7,79
2440,False Alarm,Ladder,2,Clear,18,92
2441,Medical,Ambulance,2,Rain,8,75
2442,Traffic Accident,Rescue Squad,2,Clear,18,87
2443,Medical,Ladder,1,Clear,16,70
2444,Wellness Check,Rescue Squad,3,Clear,12,71
2445,Medical,Ladder,2,Clear,1,80
2446,Traffic Accident,Chief,2,Rain,3,51
2447,Wellness Check,Chief,2,Rain,10,66
2448,False Alarm,Chief,2,Clear,1,43
2449,Traffic Accident,Engine,3,Clear,3,87
2450,Medical,Ladder,2,Fog,3,85
2451,Traffic Accident,Engine,1,Clear,19,52
2452,Wellness Check,Rescue Squad,1,Clear,0,45
2453,Structure Fire,Engine,3,Clear,10,106
2454,Medical,Rescue Squad,2,Clear,22,58
2455,False Alarm,Rescue Squad,3,Clear,1,82
2456,Traffic Accident,Rescue Squad,1,Clear,18,68
2457,Traffic Accident,Engine,1,Clear,7,60
2458,Medical,Ladder,1,Clear,22,50
2459,Traffic Accident,Engine,2,Clear,19,71
2460,Medical,Ladder,2,Clear,3,54
2461,Traffic Accident,Ladder,1,Clear,15,68
2462,Medical,Rescue Squad,2,Clear,14,67
2463,Traffic Accident,Engine,2,Clear,4,76
2464,False Alarm,Ladder,1,Rain,4,68
2465,Medical,Chief,2,Rain,14,67
2466,False Alarm,Ladder,2,Clear,22,67
2467,Medical,Chief,1,Clear,16,53
2468,Wellness Check,Engine,1,Rain,2,48
2469,Traffic Accident,Engine,2,Clear,17,91
2470,Structure Fire,Engine,2,Clear,10,76
2471,Traffic Accident,Ladder,3,Rain,5,90
2472,Wellness Check,Ambulance,2,Fog,11,44
2473,Medical,Ladder,1,Clear,21,63
2474,Medical,Ladder,3,Clear,16,130
2475,Traffic Accident,Rescue Squad,3,Fog,13,94
2476,Wellness Check,Rescue Squad,2,Clear,5,48
2477,Traffic Accident,Ladder,3,Fog,9,110
2478,Traffic Accident,Chief,2,Clear,15,49
2479,Medical,Rescue Squad,2,Clear,17,102
2480,Wellness Check,Ladder,2,Clear,19,70
2481,Medical,Ambulance,2,Storm,5,77
2482,Structure Fire,Chief,1,Fog,18,59
2483,Medical,Engine,3,Clear,2,93
2484,Medical,Ladder,3,Rain,11,95
2485,Medical,Ladder,2,Clear,15,53
2486,Medical,Chief,2,Rain,2,73
2487,Traffic Accident,Rescue Squad,1,Snow,15,89
2488,Medical,Rescue Squad,1,Clear,3,58
2489,Medical,Rescue Squad,1,Clear,19,62
2490,Medical,Engine,2,Storm,12,100
2491,Medical,Chief,3,Fog,3,88
2492,Medical,Chief,1,Clear,3,39
2493,Medical,Rescue Squad,1,Clear,6,40
2494,Traffic Accident,Rescue Squad,2,Storm,20,99
2495,Traffic Accident,Ambulance,1,Clear,11,37
2496,Traffic Accident,Ambulance,3,Clear,1,81
2497,Medical,Ladder,2,Clear,15,60
2498,Medical,Ladder,1,Fog,6,48
2499,Wellness Check,Chief,1,Clear,18,61
2500,Structure Fire,Chief,1,Clear,10,59
2501,Medical,Engine,2,Clear,0,75
2502,Medical,Engine,1,Fog,8,81
2503,Medical,Ambulance,2,Rain,4,41
2504,Medical,Ladder,2,Rain,16,91
2505,Medical,Ambulance,1,Clear,0,41
2506,Structure Fire,Ambulance,1,Fog,16,72
2507,Structure Fire,Ladder,2,Rain,11,94
2508,Traffic Accident,Engine,2,Rain,12,46
2509,Traffic Accident,Ladder,3,Storm,23,122
2510,Wellness Check,Rescue Squad,1,Clear,10,67
2511,Traffic Accident,Rescue Squad,1,Rain,12,39
2512,False Alarm,Rescue Squad,1,Fog,12,46
2513,Medical,Chief,2,Rain,5,66
2514,Medical,Engine,2,Clear,21,48
2515,Medical,Engine,3,Clear,5,92
2516,Traffic Accident,Chief,2,Rain,19,52
2517,Wellness Check,Ambulance,1,Clear,20,65
2518,Medical,Rescue Squad,2,Clear,9,86
2519,False Alarm,Rescue Squad,3,Fog,18,96
2520,Medical,Ambulance,2,Clear,2,68
2521,False Alarm,Ladder,2,Clear,6,74
2522,Medical,Ladder,3,Rain,4,98
2523,Medical,Engine,2,Clear,7,116
2524,Medical,Chief,2,Clear,4,54
2525,Medical,Engine,1,Clear,11,72
2526,Medical,Ladder,2,Clear,3,88
2527,Medical,Ambulance,1,Clear,18,63
2528,Wellness Check,Engine,2,Clear,17,88
2529,Structure Fire,Rescue Squad,1,Clear,2,45
2530,Medical,Rescue Squad,3,Clear,6,78
2531,Traffic Accident,Ambulance,3,Clear,7,119
2532,Traffic Accident,Ladder,2,Fog,14,61
2533,Medical,Rescue Squad,1,Clear,20,47
2534,Medical,Rescue Squad,1,Rain,16,52
2535,Medical,Chief,2,Clear,18,85
2536,Medical,Engine,2,Rain,3,91
2537,Traffic Accident,Ladder,2,Rain,15,88
2538,Medical,Engine,2,Clear,12,73
2539,Structure Fire,Ladder,2,Clear,11,76
2540,Traffic Accident,Rescue Squad,2,Clear,3,64
2541,Medical,Chief,2,Rain,11,56
2542,Structure Fire,Engine,2,Clear,16,109
2543,Medical,Rescue Squad,2,Fog,8,89
2544,False Alarm,Ladder,1,Clear,11,57
2545,Medical,Engine,1,Clear,14,52
2546,Wellness Check,Engine,2,Clear,19,68
2547,Structure Fire,Rescue Squad,1,Fog,1,48
2548,Medical,Engine,2,Clear,8,91
2549,Traffic Accident,Chief,2,Rain,13,71
2550,False Alarm,Chief,3,Clear,3,84
2551,Traffic Accident,Rescue Squad,2,Clear,3,50
2552,Wellness Check,Ladder,1,Rain,5,43
2553,Wellness Check,Rescue Squad,1,Fog,23,54
2554,Medical,Chief,3,Clear,4,68
2555,Medical,Ambulance,1,Clear,23,41
2556,Traffic Accident,Ambulance,2,Rain,16,81
2557,Medical,Engine,2,Clear,12,57
2558,Wellness Check,Engine,2,Rain,19,73
2559,False Alarm,Ambulance,2,Clear,16,88
2560,Medical,Chief,2,Clear,18,74
2561,Medical,Engine,3,Snow,22,144
2562,Traffic Accident,Rescue Squad,1,Clear,0,30
2563,Medical,Rescue Squad,3,Storm,20,112
2564,Wellness Check,Chief,2,Snow,16,99
2565,Medical,Engine,3,Rain,21,76
2566,Traffic Accident,Rescue Squad,1,Clear,2,67
2567,Medical,Engine,1,Fog,13,77
2568,Traffic Accident,Engine,3,Rain,11,83
2569,Medical,Rescue Squad,3,Clear,14,92
2570,Structure Fire,Ambulance,2,Clear,5,65
2571,Medical,Rescue Squad,2,Clear,19,76
2572,Traffic Accident,Chief,3,Storm,21,105
2573,Wellness Check,Ladder,1,Fog,1,59
2574,Medical,Rescue Squad,2,Fog,3,74
2575,Medical,Engine,3,Rain,12,102
2576,Medical,Engine,2,Clear,12,71
2577,Traffic Accident,Rescue Squad,2,Clear,22,50
2578,Traffic Accident,Ladder,2,Clear,21,62
2579,Structure Fire,Rescue Squad,2,Clear,22,41
2580,Medical,Ladder,1,Clear,16,91
2581,Medical,Ladder,3,Fog,5,92
2582,Structure Fire,Chief,2,Storm,10,86
2583,Medical,Engine,3,Clear,18,109
2584,False Alarm,Engine,3,Rain,15,78
2585,Medical,Ladder,1,Clear,7,80
2586,Traffic Accident,Engine,1,Clear,0,61
2587,Medical,Ambulance,2,Rain,9,79
2588,Medical,Ladder,2,Clear,1,69
2589,Traffic Accident,Engine,2,Fog,18,92
2590,Traffic Accident,Ambulance,2,Rain,13,57
2591,False Alarm,Chief,2,Rain,2,48
2592,Medical,Engine,1,Clear,22,52
2593,Medical,Ambulance,2,Clear,23,76
2594,Traffic Accident,Rescue Squad,2,Clear,8,76
2595,Structure Fire,Rescue Squad,2,Rain,22,53
2596,Medical,Ambulance,1,Fog,7,67
2597,Medical,Ladder,2,Clear,10,68
2598,Medical,Ladder,1,Rain,14,72
2599,Wellness Check,Engine,2,Clear,5,84
2600,Medical,Rescue Squad,2,Clear,1,58
2601,Medical,Ladder,1,Rain,0,48
2602,Medical,Ladder,2,Rain,2,52
2603,Medical,Rescue Squad,2,Clear,22,50
2604,Medical,Chief,1,Clear,17,42
2605,Structure Fire,Ladder,1,Clear,13,62
2606,Medical,Ambulance,3,Clear,16,110
2607,Wellness Check,Engine,2,Fog,1,66
2608,Medical,Ladder,3,Clear,18,123
2609,Structure Fire,Ladder,2,Clear,21,59
2610,Wellness Check,Chief,2,Clear,8,63
2611,Traffic Accident,Ambulance,2,Storm,7,107
2612,Structure Fire,Engine,2,Rain,9,100
2613,Medical,Ladder,1,Rain,8,99
2614,Medical,Engine,2,Clear,7,118
2615,Traffic Accident,Rescue Squad,2,Fog,6,57
2616,False Alarm,Ladder,1,Clear,21,64
2617,Traffic Accident,Ladder,1,Rain,23,58
2618,Structure Fire,Rescue Squad,1,Storm,5,79
2619,Traffic Accident,Chief,2,Clear,1,59
2620,Medical,Ladder,2,Clear,8,96
2621,Medical,Engine,3,Clear,8,111
2622,Structure Fire,Ambulance,1,Clear,18,85
2623,False Alarm,Engine,1,Clear,8,83
2624,Medical,Chief,2,Fog,1,77
2625,Traffic Accident,Ambulance,3,Clear,18,92
2626,Medical,Engine,1,Rain,15,30
2627,Structure Fire,Engine,2,Fog,21,65
2628,Medical,Rescue Squad,2,Storm,13,73
2629,Medical,Chief,1,Clear,19,30
2630,Traffic Accident,Rescue Squad,2,Clear,23,73
2631,Medical,Ambulance,1,Clear,0,31
2632,Traffic Accident,Rescue Squad,3,Clear,12,85
2633,Traffic Accident,Chief,2,Rain,21,80
2634,False Alarm,Ladder,2,Clear,1,58
2635,Medical,Ladder,2,Clear,21,67
2636,Medical,Ambulance,2,Clear,13,73
2637,Medical,Ladder,2,Rain,0,65
2638,False Alarm,Rescue Squad,1,Clear,14,48
2639,False Alarm,Ambulance,2,Clear,17,86
2640,Structure Fire,Chief,1,Clear,8,71
2641,Wellness Check,Ambulance,2,Clear,21,55
2642,Structure Fire,Ambulance,1,Rain,7,55
2643,Traffic Accident,Engine,2,Clear,6,59
2644,Medical,Engine,1,Snow,8,104
2645,Traffic Accident,Ambulance,3,Clear,8,88
2646,Medical,Ladder,2,Clear,10,81
2647,Wellness Check,Engine,2,Clear,3,85
2648,Traffic Accident,Chief,3,Clear,6,68
2649,Traffic Accident,Rescue Squad,2,Rain,20,67
2650,Medical,Engine,3,Clear,6,110
2651,Medical,Ambulance,1,Rain,3,36
2652,Medical,Ladder,2,Clear,11,82
2653,Medical,Rescue Squad,2,Storm,16,123
2654,Medical,Engine,3,Rain,19,99
2655,False Alarm,Ladder,1,Rain,2,47
2656,Structure Fire,Ladder,3,Clear,8,125
2657,Medical,Ladder,2,Storm,4,100
2658,Medical,Ambulance,3,Storm,19,127
2659,Medical,Chief,2,Clear,15,59
2660,Traffic Accident,Ladder,1,Clear,7,75
2661,Structure Fire,Rescue Squad,3,Clear,20,70
2662,False Alarm,Engine,3,Clear,15,77
2663,Medical,Rescue Squad,2,Clear,18,81
2664,False Alarm,Ambulance,1,Clear,15,41
2665,Wellness Check,Ambulance,1,Fog,17,70
2666,Medical,Rescue Squad,2,Clear,14,65
2667,False Alarm,Chief,1,Snow,23,59
2668,Medical,Ambulance,2,Clear,17,101
2669,Wellness Check,Ambulance,2,Rain,13,61
2670,Medical,Rescue Squad,2,Clear,23,67
2671,Wellness Check,Ambulance,1,Rain,15,50
2672,Wellness Check,Chief,2,Clear,4,65
2673,Wellness Check,Chief,2,Clear,7,67
2674,Traffic Accident,Chief,2,Fog,15,71
2675,Medical,Engine,2,Clear,20,72
2676,Medical,Chief,2,Clear,0,55
2677,Medical,Chief,2,Clear,10,58
2678,Medical,Engine,3,Fog,10,93
2679,Traffic Accident,Ladder,2,Clear,1,71
2680,Medical,Ambulance,3,Rain,21,85
2681,False Alarm,Chief,2,Clear,18,94
2682,Traffic Accident,Ambulance,2,Clear,23,49
2683,Wellness Check,Rescue Squad,1,Fog,4,52
2684,Medical,Ambulance,2,Clear,2,58
2685,Wellness Check,Engine,2,Rain,22,81
2686,False Alarm,Ambulance,1,Clear,7,79
2687,Medical,Ambulance,2,Clear,3,61
2688,Traffic Accident,Ambulance,1,Clear,12,51
2689,Traffic Accident,Ladder,2,Clear,21,82
2690,Medical,Ladder,2,Rain,13,79
2691,Structure Fire,Rescue Squad,2,Rain,0,72
2692,Medical,Engine,3,Clear,4,87
2693,Medical,Ambulance,2,Clear,20,54
2694,Medical,Ambulance,2,Clear,6,48
2695,Medical,Ambulance,2,Rain,22,58
2696,Medical,Ambulance,3,Snow,5,101
2697,Medical,Ladder,2,Clear,14,68
2698,False Alarm,Rescue Squad,2,Clear,14,64
2699,Structure Fire,Chief,1,Clear,7,78
2700,False Alarm,Engine,2,Storm,1,113
2701,Medical,Ambulance,1,Snow,13,92
2702,Medical,Rescue Squad,2,Clear,15,68
2703,Structure Fire,Chief,3,Clear,22,72
2704,Medical,Rescue Squad,2,Clear,9,97
2705,Medical,Ladder,2,Clear,14,63
2706,Traffic Accident,Chief,2,Rain,22,74
2707,Medical,Rescue Squad,2,Clear,3,61
2708,Traffic Accident,Ladder,2,Fog,11,70
2709,Traffic Accident,Rescue Squad,2,Clear,9,69
2710,Medical,Rescue Squad,1,Clear,1,51
2711,Medical,Chief,1,Rain,3,45
2712,Traffic Accident,Ladder,2,Clear,19,71
2713,Medical,Ambulance,2,Fog,5,59
2714,Medical,Engine,1,Clear,13,61
2715,False Alarm,Chief,2,Clear,22,68
2716,Medical,Ladder,1,Rain,2,59
2717,Traffic Accident,Rescue Squad,1,Clear,14,58
2718,False Alarm,Ladder,2,Clear,0,62
2719,Medical,Engine,2,Storm,18,127
2720,Medical,Engine,2,Clear,0,74
2721,Medical,Ambulance,2,Clear,12,66
2722,Medical,Ambulance,3,Fog,7,103
2723,Medical,Engine,2,Clear,17,77
2724,Traffic Accident,Chief,1,Clear,21,32
2725,Medical,Chief,2,Clear,2,58
2726,Structure Fire,Rescue Squad,1,Clear,22,30
2727,False Alarm,Ambulance,3,Storm,17,146
2728,Wellness Check,Rescue Squad,1,Clear,19,44
2729,Traffic Accident,Ambulance,2,Clear,8,75
2730,Medical,Engine,1,Clear,5,49
2731,Traffic Accident,Chief,3,Clear,19,81
2732,Structure Fire,Chief,2,Rain,1,45
2733,Medical,Engine,3,Clear,3,83
2734,Medical,Rescue Squad,1,Rain,17,69
2735,Wellness Check,Rescue Squad,1,Clear,6,42
2736,Medical,Ladder,1,Rain,10,52
2737,Medical,Ambulance,3,Clear,4,93
2738,Medical,Rescue Squad,3,Clear,7,111
2739,Medical,Engine,1,Rain,10,48
2740,Wellness Check,Rescue Squad,1,Clear,23,34
2741,Traffic Accident,Chief,2,Clear,19,55
2742,Traffic Accident,Ambulance,1,Clear,19,57
2743,Medical,Ladder,1,Clear,14,33
2744,Medical,Ambulance,1,Rain,23,45
2745,Medical,Chief,1,Clear,2,41
2746,Medical,Chief,1,Fog,6,56
2747,Medical,Chief,1,Clear,23,54
2748,Traffic Accident,Chief,2,Fog,7,71
2749,Medical,Engine,3,Clear,10,101
2750,Structure Fire,Ladder,2,Fog,9,76
2751,Medical,Chief,2,Clear,19,66
2752,Medical,Chief,1,Clear,8,69
2753,Medical,Rescue Squad,2,Fog,14,76
2754,False Alarm,Ladder,2,Clear,19,72
2755,Wellness Check,Ambulance,2,Clear,23,53
2756,False Alarm,Ladder,1,Rain,21,44
2757,Medical,Ladder,3,Clear,4,104
2758,Medical,Ladder,1,Clear,14,71
2759,Structure Fire,Chief,2,Clear,3,55
2760,Medical,Chief,3,Rain,4,80
2761,Wellness Check,Engine,2,Clear,14,83
2762,Medical,Ambulance,2,Fog,16,96
2763,Medical,Rescue Squad,3,Rain,22,78
2764,Medical,Ladder,2,Rain,7,85
2765,Medical,Ambulance,1,Clear,18,61
2766,Traffic Accident,Ambulance,3,Fog,8,117
2767,Medical,Engine,1,Clear,9,72
2768,Medical,Rescue Squad,3,Fog,4,75
2769,Medical,Ladder,1,Clear,9,82
2770,Medical,Rescue Squad,2,Rain,21,60
2771,Traffic Accident,Engine,2,Clear,0,73
2772,Wellness Check,Chief,3,Clear,21,76
2773,False Alarm,Ambulance,2,Clear,23,56
2774,Traffic Accident,Ladder,1,Clear,3,47
2775,Medical,Chief,2,Clear,20,67
2776,Traffic Accident,Engine,1,Clear,4,55
2777,Medical,Rescue Squad,2,Clear,22,62
2778,Medical,Ambulance,3,Rain,6,69
2779,Wellness Check,Ladder,2,Clear,22,76
2780,Medical,Chief,2,Clear,4,63
2781,False Alarm,Chief,1,Rain,19,52
2782,Medical,Ambulance,2,Fog,7,86
2783,Traffic Accident,Rescue Squad,2,Clear,16,78
2784,Traffic Accident,Engine,2,Clear,0,51
2785,Wellness Check,Rescue Squad,1,Clear,21,56
2786,Traffic Accident,Rescue Squad,2,Rain,17,69
2787,Traffic Accident,Rescue Squad,1,Rain,11,55
2788,Medical,Ambulance,2,Rain,2,59
2789,Structure Fire,Ambulance,1,Clear,19,30
2790,Medical,Engine,3,Snow,13,116
2791,Traffic Accident,Rescue Squad,1,Clear,15,30
2792,Structure Fire,Ambulance,2,Clear,17,99
2793,Traffic Accident,Engine,1,Clear,9,66
2794,Medical,Engine,2,Clear,22,59
2795,Medical,Rescue Squad,2,Rain,14,66
2796,Traffic Accident,Ladder,2,Rain,9,91
2797,Medical,Rescue Squad,1,Storm,0,93
2798,Medical,Ladder,2,Clear,18,97
2799,Medical,Engine,1,Storm,1,104
2800,False Alarm,Ambulance,1,Rain,12,40
2801,Traffic Accident,Chief,2,Clear,15,44
2802,Medical,Engine,1,Fog,7,67
2803,Medical,Ambulance,1,Rain,2,49
